STRATUM,YEAR,SEASON,SVSPP,n_individ,tot_mass,n_station,n_tow,n_individ_PUE,tot_mass_PUE,SCINAME,COMNAME
01360,2015,autumn,306,672,4.434,6,6,112,0.739,PANDALUS BOREALIS,NORTHERN SHRIMP
01360,2015,autumn,312,21,5.57,9,9,2.3333333333333335,0.6188888888888889,CANCER BOREALIS,JONAH CRAB
01360,2015,autumn,502,72,11.547,12,12,6,0.96225,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01360,2015,autumn,506,4,0.044,3,3,1.3333333333333333,0.014666666666666666,SEPIOLIDAE,BOBTAIL UNCL
01360,2015,autumn,508,3,0.024,3,3,1,0.008,STOLOTEUTHIS LEUCOPTERA,SHIELD BOBTAIL
01360,2015,autumn,512,216,4.818,12,12,18,0.40149999999999997,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01360,2015,autumn,998,0,15.423,12,12,0,1.28525,TRASH SPECIES IN CATCH,TRASH
01360,2015,spring,001,3,0.194,2,2,1.5,0.097,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01360,2015,spring,002,1,0.061,1,1,1,0.061,PETROMYZON MARINUS,SEA LAMPREY
01360,2015,spring,015,445,358.336,10,10,44.5,35.833600000000004,SQUALUS ACANTHIAS,SPINY DOGFISH
01360,2015,spring,022,4,23.423000000000002,3,3,1.3333333333333333,7.807666666666667,DIPTURUS LAEVIS,BARNDOOR SKATE
01360,2015,spring,027,245,65.111,12,12,20.416666666666668,5.425916666666667,MALACORAJA SENTA,SMOOTH SKATE
01360,2015,spring,028,17,30.67,7,7,2.4285714285714284,4.381428571428572,AMBLYRAJA RADIATA,THORNY SKATE
01360,2015,spring,032,125,11.42,12,12,10.416666666666666,0.9516666666666667,CLUPEA HARENGUS,ATLANTIC HERRING
01360,2015,spring,033,163,20.852,12,12,13.583333333333334,1.7376666666666667,ALOSA PSEUDOHARENGUS,ALEWIFE
01360,2015,spring,034,27,1.821,7,7,3.857142857142857,0.2601428571428571,ALOSA AESTIVALIS,BLUEBACK HERRING
01360,2015,spring,035,6,1.524,6,6,1,0.254,ALOSA SAPIDISSIMA,AMERICAN SHAD
01360,2015,spring,046,21,1.686,2,2,10.5,0.843,ARGENTINA SILUS,ATLANTIC ARGENTINE
01360,2015,spring,072,3775,364.154,12,12,314.5833333333333,30.346166666666665,MERLUCCIUS BILINEARIS,SILVER HAKE
01360,2015,spring,073,13,31.556,4,4,3.25,7.889,GADUS MORHUA,ATLANTIC COD
01360,2015,spring,074,135,70.209,8,8,16.875,8.776125,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01360,2015,spring,075,21,68.723,5,5,4.2,13.7446,POLLACHIUS VIRENS,POLLOCK
01360,2015,spring,076,134,139.99,12,12,11.166666666666666,11.665833333333333,UROPHYCIS TENUIS,WHITE HAKE
01360,2015,spring,077,1352,219.953,12,12,112.66666666666667,18.329416666666667,UROPHYCIS CHUSS,RED HAKE
01360,2015,spring,079,2,0.049,2,2,1,0.0245,UROPHYCIS CHESTERI,LONGFIN HAKE
01360,2015,spring,083,12,0.489,5,5,2.4,0.0978,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01360,2015,spring,084,4,12.139,1,1,4,12.139,BROSME BROSME,CUSK
01360,2015,spring,090,4,0.198,1,1,4,0.198,MACROURIDAE,GRENADIER UNCL
01360,2015,spring,102,104,25.863,9,9,11.555555555555555,2.873666666666667,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01360,2015,spring,107,118,27.330000000000002,12,12,9.833333333333334,2.2775000000000003,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01360,2015,spring,109,1,0.024,1,1,1,0.024,CITHARICHTHYS ARCTIFRONS,GULF STREAM FLOUNDER
01360,2015,spring,121,157,19.807,11,11,14.272727272727273,1.8006363636363636,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01360,2015,spring,131,2,0.033,2,2,1,0.0165,PEPRILUS TRIACANTHUS,BUTTERFISH
01360,2015,spring,155,569,159.799,10,10,56.9,15.9799,SEBASTES FASCIATUS,ACADIAN REDFISH
01360,2015,spring,156,478,35.987,5,5,95.6,7.1974,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
01360,2015,spring,165,1,0.006,1,1,1,0.006,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01360,2015,spring,190,1,0.005,1,1,1,0.005,LYCENCHELYS VERRILLI,WOLF EELPOUT
01360,2015,spring,191,2,0.193,2,2,1,0.0965,CRYPTACANTHODES MACULATUS,WRYMOUTH
01360,2015,spring,193,23,0.8029999999999999,2,2,11.5,0.40149999999999997,MACROZOARCES AMERICANUS,OCEAN POUT
01360,2015,spring,197,53,100.675,7,7,7.571428571428571,14.382142857142856,LOPHIUS AMERICANUS,GOOSEFISH
01360,2015,spring,229,1,0.006,1,1,1,0.006,MAUROLICUS WEITZMANI,WEITZMANS PEARLSIDES
01360,2015,spring,292,571,1.41,10,10,57.1,0.141,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01360,2015,spring,294,1,0.001,1,1,1,0.001,LEBBEUS POLARIS,POLAR LEBBEID
01360,2015,spring,296,38,0.09799999999999999,8,8,4.75,0.012249999999999999,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01360,2015,spring,297,4,0.007,3,3,1.3333333333333333,0.0023333333333333335,PANDALUS MONTAGUI,AESOP SHRIMP
01360,2015,spring,298,399,1.383,9,9,44.333333333333336,0.15366666666666667,PANDALUS PROPINQUUS,NA
01360,2015,spring,299,25,0.034,7,7,3.5714285714285716,0.004857142857142858,PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP
01360,2015,spring,301,68,58.728,10,10,6.8,5.8728,HOMARUS AMERICANUS,AMERICAN LOBSTER
01360,2015,spring,305,13,3.225,12,12,1.0833333333333333,0.26875,CRUSTACEA SHRIMP,SHRIMP UNCL
01360,2015,spring,306,1,0.006,1,1,1,0.006,PANDALUS BOREALIS,NORTHERN SHRIMP
01360,2015,spring,310,5,0.489,1,1,5,0.489,GERYON QUINQUEDENS,RED DEEPSEA CRAB
01360,2015,spring,312,16,2.488,6,6,2.6666666666666665,0.4146666666666667,CANCER BOREALIS,JONAH CRAB
01360,2015,spring,503,6,0.255,3,3,2,0.085,LOLIGO PEALEII,LONGFIN SQUID
01360,2015,spring,506,8,0.067,6,6,1.3333333333333333,0.011166666666666667,SEPIOLIDAE,BOBTAIL UNCL
01360,2015,spring,508,9,0.056,5,5,1.8,0.0112,STOLOTEUTHIS LEUCOPTERA,SHIELD BOBTAIL
01360,2015,spring,512,104,1.8,9,9,11.555555555555555,0.2,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01360,2015,spring,998,0,5.165,12,12,0,0.43041666666666667,TRASH SPECIES IN CATCH,TRASH
01360,2016,autumn,001,2,0.192,2,2,1,0.096,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01360,2016,autumn,015,525,567.501,12,12,43.75,47.29175,SQUALUS ACANTHIAS,SPINY DOGFISH
01360,2016,autumn,022,5,46.886,4,4,1.25,11.7215,DIPTURUS LAEVIS,BARNDOOR SKATE
01360,2016,autumn,027,106,30.134,11,11,9.636363636363637,2.7394545454545454,MALACORAJA SENTA,SMOOTH SKATE
01360,2016,autumn,028,1,1.3,1,1,1,1.3,AMBLYRAJA RADIATA,THORNY SKATE
01360,2016,autumn,032,310,44.602,11,11,28.181818181818183,4.0547272727272725,CLUPEA HARENGUS,ATLANTIC HERRING
01360,2016,autumn,033,70,9.79,7,7,10,1.3985714285714284,ALOSA PSEUDOHARENGUS,ALEWIFE
01360,2016,autumn,034,34,4.637,3,3,11.333333333333334,1.5456666666666665,ALOSA AESTIVALIS,BLUEBACK HERRING
01360,2016,autumn,046,28,1.275,1,1,28,1.275,ARGENTINA SILUS,ATLANTIC ARGENTINE
01360,2016,autumn,056,1,0.01,1,1,1,0.01,MYCTOPHIDAE,LANTERNFISH UNCL
01360,2016,autumn,072,17951,1904.041,12,12,1495.9166666666667,158.67008333333334,MERLUCCIUS BILINEARIS,SILVER HAKE
01360,2016,autumn,073,1,4.202,1,1,1,4.202,GADUS MORHUA,ATLANTIC COD
01360,2016,autumn,074,992,527.956,12,12,82.66666666666667,43.99633333333333,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01360,2016,autumn,075,12,7.667,4,4,3,1.91675,POLLACHIUS VIRENS,POLLOCK
01360,2016,autumn,076,263,272.839,12,12,21.916666666666668,22.736583333333332,UROPHYCIS TENUIS,WHITE HAKE
01360,2016,autumn,077,829,135.859,12,12,69.08333333333333,11.321583333333335,UROPHYCIS CHUSS,RED HAKE
01360,2016,autumn,083,12,0.631,5,5,2.4,0.1262,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01360,2016,autumn,084,3,3.039,2,2,1.5,1.5195,BROSME BROSME,CUSK
01360,2016,autumn,090,1,0.006,1,1,1,0.006,MACROURIDAE,GRENADIER UNCL
01360,2016,autumn,101,2,4.438000000000001,2,2,1,2.2190000000000003,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01360,2016,autumn,102,184,53.415,10,10,18.4,5.3415,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01360,2016,autumn,107,62,13.067,9,9,6.888888888888889,1.451888888888889,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01360,2016,autumn,109,1,0.017,1,1,1,0.017,CITHARICHTHYS ARCTIFRONS,GULF STREAM FLOUNDER
01360,2016,autumn,121,21,2.617,3,3,7,0.8723333333333333,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01360,2016,autumn,131,48,1.34,9,9,5.333333333333333,0.1488888888888889,PEPRILUS TRIACANTHUS,BUTTERFISH
01360,2016,autumn,155,2950,936.9,12,12,245.83333333333334,78.075,SEBASTES FASCIATUS,ACADIAN REDFISH
01360,2016,autumn,156,340,52.261,4,4,85,13.06525,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
01360,2016,autumn,168,1,0.008,1,1,1,0.008,CYCLOPTERUS LUMPUS,LUMPFISH
01360,2016,autumn,191,1,0.203,1,1,1,0.203,CRYPTACANTHODES MACULATUS,WRYMOUTH
01360,2016,autumn,197,212,122.673,12,12,17.666666666666668,10.22275,LOPHIUS AMERICANUS,GOOSEFISH
01360,2016,autumn,205,5,0.305,3,3,1.6666666666666667,0.10166666666666667,SCOMBERESOX SAURUS,ATLANTIC SAURY
01360,2016,autumn,263,1,0.01,1,1,1,0.01,POLYMIXIA LOWEI,BEARDFISH
01360,2016,autumn,287,17,0.016,2,2,8.5,0.008,CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP
01360,2016,autumn,292,387,0.839,9,9,43,0.09322222222222222,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01360,2016,autumn,294,8,0.008,2,2,4,0.004,LEBBEUS POLARIS,POLAR LEBBEID
01360,2016,autumn,295,6,0.007,2,2,3,0.0035,SPIRONTOCARIS LILJEBORGII,FRIENDLY BLADE SHRIMP
01360,2016,autumn,296,100,0.34199999999999997,8,8,12.5,0.042749999999999996,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01360,2016,autumn,297,8,0.023,4,4,2,0.00575,PANDALUS MONTAGUI,AESOP SHRIMP
01360,2016,autumn,298,744,2.208,11,11,67.63636363636364,0.20072727272727275,PANDALUS PROPINQUUS,NA
01360,2016,autumn,299,28,0.034999999999999996,7,7,4,0.004999999999999999,PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP
01360,2016,autumn,301,114,101.346,12,12,9.5,8.445500000000001,HOMARUS AMERICANUS,AMERICAN LOBSTER
01360,2016,autumn,305,13,5.78,12,12,1.0833333333333333,0.4816666666666667,CRUSTACEA SHRIMP,SHRIMP UNCL
01360,2016,autumn,306,245,1.813,8,8,30.625,0.226625,PANDALUS BOREALIS,NORTHERN SHRIMP
01360,2016,autumn,312,21,7.023,10,10,2.1,0.7022999999999999,CANCER BOREALIS,JONAH CRAB
01360,2016,autumn,313,1,0.006,1,1,1,0.006,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01360,2016,autumn,324,1,0.041,1,1,1,0.041,LITHODES MAJA,NORTHERN STONE CRAB
01360,2016,autumn,502,17,1.9949999999999999,7,7,2.4285714285714284,0.285,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01360,2016,autumn,506,3,0.041,2,2,1.5,0.0205,SEPIOLIDAE,BOBTAIL UNCL
01360,2016,autumn,508,6,0.049,4,4,1.5,0.01225,STOLOTEUTHIS LEUCOPTERA,SHIELD BOBTAIL
01360,2016,autumn,512,181,3.671,11,11,16.454545454545453,0.3337272727272727,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01360,2016,autumn,896,9,0.173,7,7,1.2857142857142858,0.024714285714285713,PARALEPIDAE,BARRACUDINA UNCL
01360,2016,autumn,998,0,9.005,12,12,0,0.7504166666666667,TRASH SPECIES IN CATCH,TRASH
01360,2016,spring,001,1,0.1,1,1,1,0.1,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01360,2016,spring,015,2502,3003.935,12,12,208.5,250.32791666666665,SQUALUS ACANTHIAS,SPINY DOGFISH
01360,2016,spring,022,6,38.739,4,4,1.5,9.68475,DIPTURUS LAEVIS,BARNDOOR SKATE
01360,2016,spring,027,203,55.577,10,10,20.3,5.5577,MALACORAJA SENTA,SMOOTH SKATE
01360,2016,spring,028,3,3.518,3,3,1,1.1726666666666665,AMBLYRAJA RADIATA,THORNY SKATE
01360,2016,spring,032,307,47.260000000000005,11,11,27.90909090909091,4.296363636363637,CLUPEA HARENGUS,ATLANTIC HERRING
01360,2016,spring,033,80,8.520999999999999,11,11,7.2727272727272725,0.7746363636363636,ALOSA PSEUDOHARENGUS,ALEWIFE
01360,2016,spring,034,4,0.545,2,2,2,0.2725,ALOSA AESTIVALIS,BLUEBACK HERRING
01360,2016,spring,035,1,0.269,1,1,1,0.269,ALOSA SAPIDISSIMA,AMERICAN SHAD
01360,2016,spring,046,2,0.371,2,2,1,0.1855,ARGENTINA SILUS,ATLANTIC ARGENTINE
01360,2016,spring,072,3465,336.079,12,12,288.75,28.006583333333335,MERLUCCIUS BILINEARIS,SILVER HAKE
01360,2016,spring,073,8,8.086,3,3,2.6666666666666665,2.6953333333333336,GADUS MORHUA,ATLANTIC COD
01360,2016,spring,074,394,232.458,12,12,32.833333333333336,19.3715,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01360,2016,spring,075,15,10.214,5,5,3,2.0428,POLLACHIUS VIRENS,POLLOCK
01360,2016,spring,076,149,105.55199999999999,12,12,12.416666666666666,8.796,UROPHYCIS TENUIS,WHITE HAKE
01360,2016,spring,077,743,117.095,12,12,61.916666666666664,9.757916666666667,UROPHYCIS CHUSS,RED HAKE
01360,2016,spring,083,24,1.1019999999999999,8,8,3,0.13774999999999998,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01360,2016,spring,084,10,9.942,4,4,2.5,2.4855,BROSME BROSME,CUSK
01360,2016,spring,102,101,32.147999999999996,10,10,10.1,3.2147999999999994,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01360,2016,spring,107,94,17.893,12,12,7.833333333333333,1.4910833333333333,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01360,2016,spring,121,26,6.884,6,6,4.333333333333333,1.1473333333333333,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01360,2016,spring,131,1,0.1,1,1,1,0.1,PEPRILUS TRIACANTHUS,BUTTERFISH
01360,2016,spring,155,2238,639.107,12,12,186.5,53.258916666666664,SEBASTES FASCIATUS,ACADIAN REDFISH
01360,2016,spring,156,366,35.303,4,4,91.5,8.82575,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
01360,2016,spring,191,2,0.254,2,2,1,0.127,CRYPTACANTHODES MACULATUS,WRYMOUTH
01360,2016,spring,192,1,1.474,1,1,1,1.474,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01360,2016,spring,193,14,1.026,3,3,4.666666666666667,0.342,MACROZOARCES AMERICANUS,OCEAN POUT
01360,2016,spring,197,43,56.559,9,9,4.777777777777778,6.284333333333333,LOPHIUS AMERICANUS,GOOSEFISH
01360,2016,spring,229,1,0.004,1,1,1,0.004,MAUROLICUS WEITZMANI,WEITZMANS PEARLSIDES
01360,2016,spring,262,1,0.009,1,1,1,0.009,MELANOSTIGMA ATLANTICUM,ATLANTIC SOFT POUT
01360,2016,spring,292,1708,3.997,12,12,142.33333333333334,0.33308333333333334,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01360,2016,spring,296,54,0.125,9,9,6,0.013888888888888888,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01360,2016,spring,297,1,0.004,1,1,1,0.004,PANDALUS MONTAGUI,AESOP SHRIMP
01360,2016,spring,298,88,0.237,10,10,8.8,0.0237,PANDALUS PROPINQUUS,NA
01360,2016,spring,299,35,0.05,7,7,5,0.0071428571428571435,PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP
01360,2016,spring,301,114,119.9,11,11,10.363636363636363,10.9,HOMARUS AMERICANUS,AMERICAN LOBSTER
01360,2016,spring,305,13,5.144,12,12,1.0833333333333333,0.4286666666666667,CRUSTACEA SHRIMP,SHRIMP UNCL
01360,2016,spring,306,23,0.184,4,4,5.75,0.046,PANDALUS BOREALIS,NORTHERN SHRIMP
01360,2016,spring,312,25,7.2540000000000004,9,9,2.7777777777777777,0.806,CANCER BOREALIS,JONAH CRAB
01360,2016,spring,502,1,0.048,1,1,1,0.048,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01360,2016,spring,503,6,0.722,5,5,1.2,0.1444,LOLIGO PEALEII,LONGFIN SQUID
01360,2016,spring,506,7,0.045,2,2,3.5,0.0225,SEPIOLIDAE,BOBTAIL UNCL
01360,2016,spring,508,5,0.041999999999999996,4,4,1.25,0.010499999999999999,STOLOTEUTHIS LEUCOPTERA,SHIELD BOBTAIL
01360,2016,spring,512,229,4.228,10,10,22.9,0.42279999999999995,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01360,2016,spring,998,0,5.828,12,12,0,0.4856666666666667,TRASH SPECIES IN CATCH,TRASH
01360,2017,autumn,001,1,0.097,1,1,1,0.097,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01360,2017,autumn,015,210,232.384,7,7,30,33.197714285714284,SQUALUS ACANTHIAS,SPINY DOGFISH
01360,2017,autumn,022,3,24.723,3,3,1,8.241,DIPTURUS LAEVIS,BARNDOOR SKATE
01360,2017,autumn,027,41,19.286,7,7,5.857142857142857,2.7551428571428573,MALACORAJA SENTA,SMOOTH SKATE
01360,2017,autumn,028,2,2.16,2,2,1,1.08,AMBLYRAJA RADIATA,THORNY SKATE
01360,2017,autumn,032,214,31.75,8,8,26.75,3.96875,CLUPEA HARENGUS,ATLANTIC HERRING
01360,2017,autumn,033,26,4.41,7,7,3.7142857142857144,0.63,ALOSA PSEUDOHARENGUS,ALEWIFE
01360,2017,autumn,072,4116,500.174,8,8,514.5,62.52175,MERLUCCIUS BILINEARIS,SILVER HAKE
01360,2017,autumn,073,11,48.153,2,2,5.5,24.0765,GADUS MORHUA,ATLANTIC COD
01360,2017,autumn,074,270,233.94799999999998,8,8,33.75,29.243499999999997,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01360,2017,autumn,075,18,42.111,1,1,18,42.111,POLLACHIUS VIRENS,POLLOCK
01360,2017,autumn,076,142,220.735,8,8,17.75,27.591875,UROPHYCIS TENUIS,WHITE HAKE
01360,2017,autumn,077,624,104.386,8,8,78,13.04825,UROPHYCIS CHUSS,RED HAKE
01360,2017,autumn,083,7,0.594,4,4,1.75,0.1485,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01360,2017,autumn,090,1,0.023,1,1,1,0.023,MACROURIDAE,GRENADIER UNCL
01360,2017,autumn,102,83,35.92,5,5,16.6,7.184,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01360,2017,autumn,107,73,18.043,8,8,9.125,2.255375,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01360,2017,autumn,121,6,0.9730000000000001,3,3,2,0.32433333333333336,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01360,2017,autumn,131,8,0.316,4,4,2,0.079,PEPRILUS TRIACANTHUS,BUTTERFISH
01360,2017,autumn,155,661,195.831,8,8,82.625,24.478875,SEBASTES FASCIATUS,ACADIAN REDFISH
01360,2017,autumn,156,64,6.121,1,1,64,6.121,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
01360,2017,autumn,193,4,0.35,2,2,2,0.175,MACROZOARCES AMERICANUS,OCEAN POUT
01360,2017,autumn,197,120,134.743,8,8,15,16.842875,LOPHIUS AMERICANUS,GOOSEFISH
01360,2017,autumn,287,2,0.002,1,1,2,0.002,CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP
01360,2017,autumn,292,746,1.4000000000000001,5,5,149.2,0.28,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01360,2017,autumn,294,1,0.002,1,1,1,0.002,LEBBEUS POLARIS,POLAR LEBBEID
01360,2017,autumn,295,8,0.012,2,2,4,0.006,SPIRONTOCARIS LILJEBORGII,FRIENDLY BLADE SHRIMP
01360,2017,autumn,296,20,0.06,2,2,10,0.03,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01360,2017,autumn,298,281,0.8,6,6,46.833333333333336,0.13333333333333333,PANDALUS PROPINQUUS,NA
01360,2017,autumn,299,13,0.016,3,3,4.333333333333333,0.005333333333333333,PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP
01360,2017,autumn,301,20,18.632,7,7,2.857142857142857,2.661714285714286,HOMARUS AMERICANUS,AMERICAN LOBSTER
01360,2017,autumn,305,8,3.574,8,8,1,0.44675,CRUSTACEA SHRIMP,SHRIMP UNCL
01360,2017,autumn,306,106,0.8320000000000001,3,3,35.333333333333336,0.2773333333333334,PANDALUS BOREALIS,NORTHERN SHRIMP
01360,2017,autumn,310,1,0.228,1,1,1,0.228,GERYON QUINQUEDENS,RED DEEPSEA CRAB
01360,2017,autumn,312,7,3.289,7,7,1,0.46985714285714286,CANCER BOREALIS,JONAH CRAB
01360,2017,autumn,502,6,0.622,3,3,2,0.20733333333333334,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01360,2017,autumn,506,1,0.006,1,1,1,0.006,SEPIOLIDAE,BOBTAIL UNCL
01360,2017,autumn,508,1,0.015,1,1,1,0.015,STOLOTEUTHIS LEUCOPTERA,SHIELD BOBTAIL
01360,2017,autumn,512,29,0.675,6,6,4.833333333333333,0.1125,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01360,2017,autumn,998,0,3.578,8,8,0,0.44725,TRASH SPECIES IN CATCH,TRASH
01360,2017,spring,001,1,0.13,1,1,1,0.13,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01360,2017,spring,015,862,675.836,7,7,123.14285714285714,96.548,SQUALUS ACANTHIAS,SPINY DOGFISH
01360,2017,spring,022,3,19.844,2,2,1.5,9.922,DIPTURUS LAEVIS,BARNDOOR SKATE
01360,2017,spring,027,59,24.603,8,8,7.375,3.075375,MALACORAJA SENTA,SMOOTH SKATE
01360,2017,spring,028,2,7.696,2,2,1,3.848,AMBLYRAJA RADIATA,THORNY SKATE
01360,2017,spring,032,48,5.093,7,7,6.857142857142857,0.7275714285714285,CLUPEA HARENGUS,ATLANTIC HERRING
01360,2017,spring,033,87,11.483,8,8,10.875,1.435375,ALOSA PSEUDOHARENGUS,ALEWIFE
01360,2017,spring,034,16,1.266,4,4,4,0.3165,ALOSA AESTIVALIS,BLUEBACK HERRING
01360,2017,spring,035,7,1.11,5,5,1.4,0.22200000000000003,ALOSA SAPIDISSIMA,AMERICAN SHAD
01360,2017,spring,056,1,0.004,1,1,1,0.004,MYCTOPHIDAE,LANTERNFISH UNCL
01360,2017,spring,072,4677,441.664,8,8,584.625,55.208,MERLUCCIUS BILINEARIS,SILVER HAKE
01360,2017,spring,073,4,9.155,2,2,2,4.5775,GADUS MORHUA,ATLANTIC COD
01360,2017,spring,074,255,159.77,8,8,31.875,19.97125,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01360,2017,spring,075,6,10.867,5,5,1.2,2.1734,POLLACHIUS VIRENS,POLLOCK
01360,2017,spring,076,149,135.392,8,8,18.625,16.924,UROPHYCIS TENUIS,WHITE HAKE
01360,2017,spring,077,547,87.255,8,8,68.375,10.906875,UROPHYCIS CHUSS,RED HAKE
01360,2017,spring,083,10,0.5379999999999999,4,4,2.5,0.13449999999999998,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01360,2017,spring,084,4,6.75,1,1,4,6.75,BROSME BROSME,CUSK
01360,2017,spring,090,10,0.234,1,1,10,0.234,MACROURIDAE,GRENADIER UNCL
01360,2017,spring,102,33,11.633,7,7,4.714285714285714,1.6618571428571427,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01360,2017,spring,107,102,26.057,8,8,12.75,3.257125,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01360,2017,spring,121,8,1.082,3,3,2.6666666666666665,0.3606666666666667,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01360,2017,spring,131,2,0.157,1,1,2,0.157,PEPRILUS TRIACANTHUS,BUTTERFISH
01360,2017,spring,155,1066,337.283,8,8,133.25,42.160375,SEBASTES FASCIATUS,ACADIAN REDFISH
01360,2017,spring,156,198,16.258,2,2,99,8.129,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
01360,2017,spring,165,1,0.004,1,1,1,0.004,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01360,2017,spring,192,1,1.022,1,1,1,1.022,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01360,2017,spring,193,4,0.367,1,1,4,0.367,MACROZOARCES AMERICANUS,OCEAN POUT
01360,2017,spring,197,39,87.581,6,6,6.5,14.596833333333334,LOPHIUS AMERICANUS,GOOSEFISH
01360,2017,spring,292,736,1.399,7,7,105.14285714285714,0.19985714285714287,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01360,2017,spring,294,1,0.002,1,1,1,0.002,LEBBEUS POLARIS,POLAR LEBBEID
01360,2017,spring,295,4,0.003,1,1,4,0.003,SPIRONTOCARIS LILJEBORGII,FRIENDLY BLADE SHRIMP
01360,2017,spring,296,11,0.028,5,5,2.2,0.0056,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01360,2017,spring,298,39,0.10700000000000001,5,5,7.8,0.021400000000000002,PANDALUS PROPINQUUS,NA
01360,2017,spring,299,1,0.001,1,1,1,0.001,PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP
01360,2017,spring,301,26,34.252,7,7,3.7142857142857144,4.893142857142857,HOMARUS AMERICANUS,AMERICAN LOBSTER
01360,2017,spring,305,8,1.6640000000000001,8,8,1,0.20800000000000002,CRUSTACEA SHRIMP,SHRIMP UNCL
01360,2017,spring,312,10,1.407,4,4,2.5,0.35175,CANCER BOREALIS,JONAH CRAB
01360,2017,spring,324,3,0.014,1,1,3,0.014,LITHODES MAJA,NORTHERN STONE CRAB
01360,2017,spring,503,4,0.122,2,2,2,0.061,LOLIGO PEALEII,LONGFIN SQUID
01360,2017,spring,506,7,0.063,4,4,1.75,0.01575,SEPIOLIDAE,BOBTAIL UNCL
